"emp_no","first_name","last_name","from_date","title","salary","to_date"
106555,"Rosalyn","Gaughan","1996-07-07","Engineer",72049,"9999-01-01"
106558,"Otilia","Brobst","1996-02-09","Senior Engineer",41656,"9999-01-01"
106560,"Tsuneo","Baar","1988-10-27","Technique Leader",40000,"9999-01-01"
106567,"Weiye","Chepyzhov","1994-10-14","Senior Engineer",40000,"9999-01-01"
106582,"Yinlin","Coney","1999-06-17","Senior Engineer",43391,"9999-01-01"
106584,"Petter","Heydon","1993-12-18","Senior Engineer",40000,"9999-01-01"
106587,"Heekeun","Ranka","1997-04-20","Engineer",40000,"9999-01-01"
106589,"Krister","Weedman","1995-03-09","Senior Engineer",72652,"9999-01-01"
106592,"Dipayan","Schade","1991-04-24","Senior Staff",40000,"9999-01-01"
106606,"Yuuichi","Wynblatt","1994-08-19","Senior Engineer",40000,"9999-01-01"
106611,"Shir","Vecchi","1993-08-26","Senior Engineer",40000,"9999-01-01"
106616,"Luigi","Braunschweig","1988-07-04","Senior Engineer",40000,"9999-01-01"
106630,"Vojin","Maliniak","1987-05-02","Senior Staff",101633,"9999-01-01"
106633,"Jinxi","Kugler","1993-10-28","Senior Engineer",40000,"9999-01-01"
106634,"Ingmar","Rettelbach","1999-08-06","Senior Staff",77974,"9999-01-01"
106645,"Mechthild","Murtagh","1997-12-02","Senior Engineer",59196,"9999-01-01"
106648,"Khue","Masamoto","2002-07-31","Senior Engineer",55524,"9999-01-01"
106667,"Stabislas","Anick","1994-07-25","Senior Engineer",50340,"9999-01-01"
106670,"Uli","Provine","1996-10-20","Senior Staff",53246,"9999-01-01"
106678,"Vishwani","Oppitz","1990-10-25","Senior Staff",42908,"9999-01-01"
106679,"Mahmut","Tasistro","1998-04-19","Engineer",40500,"9999-01-01"
106684,"Tayeb","Unno","1995-10-12","Senior Staff",70215,"9999-01-01"
106690,"Shushma","Heyers","1987-04-12","Senior Engineer",40963,"9999-01-01"
106703,"Gennady","Kuzuoka","1994-02-17","Senior Engineer",40000,"9999-01-01"
106721,"Shigehiro","Furedi","1999-10-25","Engineer",53043,"9999-01-01"
106736,"Marla","Raczkowsky","1994-06-27","Senior Engineer",41285,"9999-01-01"
106737,"Shigeu","Rosay","1995-05-05","Engineer",56136,"9999-01-01"
106743,"Alselm","Erez","1996-06-07","Engineer",40000,"9999-01-01"
106756,"Arup","Suessmith","1998-10-16","Staff",71811,"9999-01-01"
106764,"Bedrich","Bernardinello","1995-03-12","Senior Staff",41988,"9999-01-01"
106773,"Tokuyasu","Simmel","1992-02-11","Senior Engineer",45174,"9999-01-01"
106795,"Arlette","Binding","1996-09-20","Engineer",40858,"9999-01-01"
106797,"Aran","Raoux","1992-11-25","Senior Engineer",58863,"9999-01-01"
106798,"Phillip","Dratva","1995-10-04","Senior Engineer",59998,"9999-01-01"
106819,"Takahira","Coombs","1997-08-20","Senior Staff",50336,"9999-01-01"
106836,"Yurii","Ghemri","1993-03-11","Senior Staff",49410,"9999-01-01"
106838,"Hatem","Luke","1999-01-17","Senior Staff",60711,"9999-01-01"
106843,"Mansur","Miara","1992-03-06","Senior Engineer",64995,"9999-01-01"
106845,"Urs","Niizuma","1997-03-18","Engineer",43858,"9999-01-01"
106868,"Roselyn","Tagansky","1989-12-13","Senior Engineer",70730,"9999-01-01"
106869,"Claudi","Mullainathan","2000-08-27","Senior Staff",43859,"9999-01-01"
106877,"Temple","Hemaspaandra","1993-05-21","Senior Staff",56319,"9999-01-01"
106897,"Susanna","Chaudhury","1991-10-06","Senior Staff",86978,"9999-01-01"
106914,"Ayakannu","Zuberek","1994-01-20","Senior Staff",40000,"9999-01-01"
106928,"Hongzhu","Merks","1996-12-11","Senior Engineer",50376,"9999-01-01"
106933,"Moni","Rahimi","1996-11-08","Senior Staff",89360,"9999-01-01"
106935,"Kazuhiko","Farrow","1988-07-28","Senior Staff",78007,"9999-01-01"
106942,"Eckart","Klassen","1995-06-11","Senior Staff",50073,"9999-01-01"
106943,"Fai","Pintelas","1992-06-11","Senior Engineer",46746,"9999-01-01"
106946,"Oksana","Luiz","1991-12-07","Senior Staff",100204,"9999-01-01"
106953,"Navid","Riesenhuber","1988-03-12","Senior Staff",51195,"9999-01-01"
106981,"Maren","Vilarrasa","1999-06-10","Senior Engineer",40000,"9999-01-01"
106985,"Adhemar","Pfau","1995-04-18","Senior Engineer",40000,"9999-01-01"
106987,"Naftali","Gist","1991-09-20","Senior Staff",40000,"9999-01-01"
106994,"Becky","Penttonen","1995-07-16","Senior Engineer",54805,"9999-01-01"
107000,"Bowen","Uchoa","1987-03-28","Technique Leader",58611,"9999-01-01"
107018,"Temple","Braunmuhl","1988-08-22","Senior Engineer",40000,"9999-01-01"
107019,"Noritoshi","Majewski","1995-11-09","Senior Staff",81407,"9999-01-01"
107025,"Geoff","Sidje","1996-07-13","Senior Engineer",44790,"9999-01-01"
107032,"Navid","Schlenzig","1994-12-01","Senior Staff",84400,"9999-01-01"
107053,"Chinho","Macedo","1987-06-27","Senior Staff",40000,"9999-01-01"
107077,"Faiza","Dichev","1995-08-11","Senior Engineer",40000,"9999-01-01"
107090,"Stein","Ferretti","1996-02-29","Senior Engineer",43398,"9999-01-01"
107101,"Moni","Crabtree","2002-04-24","Senior Engineer",40232,"9999-01-01"
107103,"Ranga","Schapire","1989-07-27","Senior Staff",57771,"9999-01-01"
107110,"Wonhee","Lodder","1998-05-19","Engineer",54147,"9999-01-01"
107113,"Sushant","VanScheik","1994-07-15","Senior Staff",65971,"9999-01-01"
107118,"Jordanka","Skogmar","1992-02-13","Senior Staff",40000,"9999-01-01"
107119,"Brewster","Ouhyoung","1989-05-03","Technique Leader",40000,"9999-01-01"
107131,"Lijie","Streng","1988-07-12","Technique Leader",45823,"9999-01-01"
107134,"Oscar","Rosti","1994-05-14","Senior Engineer",40000,"9999-01-01"
107145,"Munehiko","Zielinski","1996-12-15","Senior Staff",40000,"9999-01-01"
107160,"Wayne","Christianini","1994-10-11","Senior Engineer",48722,"9999-01-01"
107173,"Kellie","Luga","1990-10-30","Senior Engineer",66709,"9999-01-01"
107205,"Kasturi","Granlund","1989-02-24","Senior Engineer",56416,"9999-01-01"
107209,"Leszek","Zaiane","2000-12-22","Senior Staff",40000,"9999-01-01"
107245,"Horward","Docker","2002-05-05","Senior Staff",68492,"9999-01-01"
107246,"Eran","Naudin","1990-03-08","Senior Engineer",40000,"9999-01-01"
107254,"Dmitry","Simmen","1997-06-16","Senior Engineer",40000,"9999-01-01"
107258,"Parviz","Zaumen","1999-03-25","Staff",87036,"9999-01-01"
107262,"Feiyu","Butterworth","1997-08-03","Engineer",40000,"9999-01-01"
107264,"Josyula","Chinin","1994-08-27","Senior Engineer",40000,"9999-01-01"
107276,"Maja","Badache","2001-11-30","Senior Engineer",40000,"9999-01-01"
107285,"Valeri","Alameldin","1992-10-01","Senior Staff",40981,"9999-01-01"
107290,"Reinhard","Jakobus","1993-09-17","Senior Engineer",48949,"9999-01-01"
107292,"Lokesh","Weiland","1995-11-08","Senior Staff",64509,"9999-01-01"
107293,"Haldon","Ballarin","1999-02-16","Staff",91575,"9999-01-01"
107307,"Eberhardt","Boyle","1998-12-20","Senior Staff",48442,"9999-01-01"
107320,"Giordano","Chepyzhov","1995-01-14","Senior Engineer",40000,"9999-01-01"
107329,"Shigenori","Kavvadias","2000-07-13","Senior Staff",58795,"9999-01-01"
107330,"Navid","Bednarek","1999-09-23","Staff",72573,"9999-01-01"
107332,"Dmitry","Emmart","1987-05-22","Senior Staff",74461,"9999-01-01"
107340,"JiYoung","Peroz","1997-10-03","Engineer",40000,"9999-01-01"
107341,"Felicidad","Garnick","1995-05-17","Senior Staff",43265,"9999-01-01"
107346,"Arto","Kobuchi","1993-03-26","Senior Staff",40000,"9999-01-01"
107359,"Xiong","Lamma","1992-12-04","Senior Staff",69866,"9999-01-01"
107380,"Matt","Demos","1997-11-21","Senior Staff",43817,"9999-01-01"
107383,"Heon","Pargas","1999-10-21","Senior Staff",73971,"9999-01-01"
107386,"Nimmagadda","Uhrig","1997-03-10","Engineer",40000,"9999-01-01"
107391,"Jaideep","Steinauer","1992-09-26","Senior Engineer",75536,"9999-01-01"
107392,"Chinho","Panangaden","1993-06-11","Senior Engineer",40000,"9999-01-01"
107406,"Chanjung","Bernick","1999-08-23","Staff",61878,"9999-01-01"
107409,"Junichi","Oskamp","1994-01-25","Senior Staff",78984,"9999-01-01"
107413,"Val","Markovitch","1997-03-14","Engineer",40000,"9999-01-01"
107425,"Khaled","Bojadziev","2001-03-04","Senior Engineer",60401,"9999-01-01"
107440,"Shimshon","Dulli","1986-11-01","Senior Engineer",55065,"9999-01-01"
107452,"Shridhar","Bharadwaj","1986-12-24","Senior Staff",40771,"9999-01-01"
107458,"Zengping","Taneja","1995-06-26","Senior Engineer",40000,"9999-01-01"
107466,"Goo","Champarnaud","1992-10-25","Technique Leader",40000,"9999-01-01"
107474,"Taiji","Goodrum","1993-02-23","Senior Staff",90921,"9999-01-01"
107488,"Moto","Swiler","1997-04-24","Engineer",40000,"9999-01-01"
107491,"Paris","Dichev","1993-01-19","Senior Engineer",49177,"9999-01-01"
107500,"Karoline","Masada","1998-11-22","Senior Staff",76558,"9999-01-01"
107504,"Shao","Hoppenstand","1993-06-22","Senior Engineer",40000,"9999-01-01"
107506,"Kenroku","Guting","1999-12-30","Senior Engineer",61252,"9999-01-01"
107508,"Rajmohan","Mapelli","2000-12-19","Senior Staff",91591,"9999-01-01"
107517,"Haldon","Nannarelli","1996-08-20","Staff",69243,"9999-01-01"
107531,"Marie","Kugler","1996-08-06","Senior Engineer",69532,"9999-01-01"
107540,"Jaques","Soloway","1985-03-19","Senior Staff",56139,"9999-01-01"
107550,"Aris","DasSarma","1994-03-27","Senior Engineer",48975,"9999-01-01"
107553,"Janche","Nittel","1987-12-23","Senior Engineer",40000,"9999-01-01"
107554,"Zvonko","Conry","1995-06-08","Senior Staff",77044,"9999-01-01"
107570,"Zine","Lueh","1993-03-21","Senior Staff",40000,"9999-01-01"
107593,"Freyja","Schwaller","1993-04-21","Senior Engineer",61143,"9999-01-01"
107597,"Vasilis","Schaft","1992-12-01","Senior Engineer",51414,"9999-01-01"
107620,"Gift","Katiyar","1994-04-07","Senior Engineer",43390,"9999-01-01"
107623,"Yagil","Kilgour","1995-05-26","Senior Engineer",40634,"9999-01-01"
107625,"Quingbo","Schwabacher","1998-09-09","Assistant Engineer",40000,"9999-01-01"
107669,"Shirish","Kermarrec","1985-11-22","Senior Engineer",40000,"9999-01-01"
107674,"Xuejia","Saoudi","1986-09-28","Senior Staff",75985,"9999-01-01"
107682,"Georgi","Leonhardt","1998-03-12","Senior Engineer",40000,"9999-01-01"
107684,"Uma","Chandrasekhar","1992-11-05","Senior Staff",86795,"9999-01-01"
107693,"Kenton","Bharadwaj","1995-07-09","Staff",74358,"9999-01-01"
107695,"Babette","Cmelik","1997-02-11","Senior Engineer",63683,"9999-01-01"
107712,"Sumant","Birjandi","1998-05-17","Senior Staff",53298,"9999-01-01"
107718,"Ibibia","Dehkordi","1999-10-09","Engineer",40000,"9999-01-01"
107732,"Nigel","Encarnacion","1994-02-08","Senior Engineer",44224,"9999-01-01"
107744,"Arno","Karner","1990-07-18","Senior Staff",41042,"9999-01-01"
107746,"Kish","Barbanera","1997-08-04","Staff",65413,"9999-01-01"
107747,"Cathie","Erman","1986-11-25","Senior Staff",61781,"9999-01-01"
107748,"Serap","Picht","1996-04-12","Senior Staff",40000,"9999-01-01"
107759,"Golgen","Coorg","1991-12-21","Senior Staff",52504,"9999-01-01"
107764,"Moie","Mersereau","1997-12-30","Engineer",40000,"9999-01-01"
107780,"Masasuke","Gewali","1997-06-06","Senior Engineer",45786,"9999-01-01"
107782,"Gadiel","Rajala","1996-08-20","Senior Staff",40000,"9999-01-01"
107797,"Wayne","Strandh","1998-09-28","Senior Engineer",43210,"9999-01-01"
107800,"Goncalo","Stenning","2002-02-02","Senior Engineer",66719,"9999-01-01"
107807,"Narain","Granlund","1995-12-10","Staff",90121,"9999-01-01"
107809,"Mihalis","Facello","1990-02-03","Senior Staff",47582,"9999-01-01"
107810,"Richara","Trogemann","1995-04-14","Senior Engineer",55564,"9999-01-01"
107816,"Xinyu","Validov","1985-02-16","Senior Engineer",42366,"9999-01-01"
107822,"Hatem","Kroll","1990-01-23","Senior Staff",81854,"9999-01-01"
107823,"Nimmagadda","Bail","1985-08-06","Senior Engineer",63309,"9999-01-01"
107825,"Shounak","Hemaspaandra","1996-06-12","Senior Engineer",40000,"9999-01-01"
107840,"Krister","Hettesheimer","1994-04-07","Senior Engineer",74188,"9999-01-01"
107892,"Aral","Ambroszkiewicz","1994-03-04","Senior Engineer",40000,"9999-01-01"
107895,"Toshimitsu","Pappas","1995-11-05","Senior Staff",40000,"9999-01-01"
107901,"Munir","Honiden","1995-11-25","Senior Staff",65097,"9999-01-01"
107924,"Achilleas","Georgakopoulos","1987-11-10","Senior Staff",55206,"9999-01-01"
107935,"Odysseas","Walstra","1999-08-11","Senior Engineer",40000,"9999-01-01"
107937,"Apostol","Marzano","2001-02-12","Senior Staff",44197,"9999-01-01"
107950,"Kagan","Birke","1993-02-06","Senior Staff",40000,"9999-01-01"
107955,"Kauko","Zhang","2001-03-05","Senior Staff",40000,"9999-01-01"
107959,"Kenton","Sankaranarayanan","1998-01-30","Senior Staff",53499,"9999-01-01"
107982,"Tsuneo","Underwood","1996-11-03","Senior Staff",80070,"9999-01-01"
107985,"Hausi","Cools","1988-08-30","Technique Leader",66727,"9999-01-01"
107990,"Christoper","Puppo","1993-05-10","Senior Staff",57973,"9999-01-01"
107996,"Licheng","Nitta","1988-10-18","Senior Staff",77034,"9999-01-01"
107997,"Masoud","Perfilyeva","1999-05-20","Senior Staff",68517,"9999-01-01"
108018,"Subhankar","Halevi","1997-10-19","Senior Engineer",55142,"9999-01-01"
108020,"Marin","Norsworthy","1997-10-14","Technique Leader",57973,"9999-01-01"
108028,"Przemyslawa","Hagimont","2000-11-23","Senior Engineer",40000,"9999-01-01"
108048,"Zhenhua","Dredge","1999-03-07","Staff",70099,"9999-01-01"
108050,"Hairong","Sommer","1995-04-12","Senior Engineer",40421,"9999-01-01"
108053,"Abdelghani","Nilsson","2002-05-11","Senior Staff",76316,"9999-01-01"
108064,"Shimshon","Otillio","1994-12-19","Senior Engineer",44249,"9999-01-01"
108070,"Khoa","Bennis","1995-02-26","Senior Staff",58695,"9999-01-01"
108078,"Horward","Demian","1997-05-31","Engineer",48361,"9999-01-01"
108081,"Lucien","Dulli","1992-05-05","Senior Staff",40000,"9999-01-01"
108092,"Uzi","Edelhoff","1993-06-28","Senior Engineer",44220,"9999-01-01"
108096,"Arun","Bazzichi","1991-05-25","Senior Engineer",40000,"9999-01-01"
108109,"Alassane","Holburn","1995-12-23","Senior Engineer",49024,"9999-01-01"
108114,"Leon","Kobara","1992-08-27","Senior Engineer",46169,"9999-01-01"
108119,"Qingxiang","Melton","1988-02-06","Senior Engineer",67495,"9999-01-01"
108122,"Moti","Terkki","1985-05-15","Senior Staff",75832,"9999-01-01"
108126,"Izaskun","Shackell","1993-12-18","Senior Engineer",68011,"9999-01-01"
108137,"Panayotis","Ermel","1999-04-07","Engineer",40000,"9999-01-01"
108138,"Berto","Middleton","1986-03-03","Senior Staff",67590,"9999-01-01"
108148,"Szabolcs","Tyugu","1996-03-29","Engineer",43395,"9999-01-01"
108150,"Shrikanth","Peternell","1996-04-17","Senior Engineer",40000,"9999-01-01"
108153,"Lene","Puppo","1987-04-01","Senior Staff",57477,"9999-01-01"
108176,"Aksel","Piazza","1993-12-02","Senior Engineer",40000,"9999-01-01"
108179,"Constantijn","Crelier","2002-06-05","Senior Engineer",54941,"9999-01-01"
108181,"Ulises","Passino","2000-03-30","Senior Engineer",54917,"9999-01-01"
108184,"Kien","Merks","1995-11-15","Senior Engineer",55766,"9999-01-01"
108212,"Masali","Versino","1993-07-10","Senior Staff",75248,"9999-01-01"
108217,"Mohan","Munoz","1987-12-16","Senior Staff",49154,"9999-01-01"
108218,"Akeel","Piveteau","1993-09-05","Senior Engineer",40000,"9999-01-01"
108223,"Henk","Cangellaris","1988-10-31","Technique Leader",55782,"9999-01-01"
108244,"Torsten","Savasere","1993-12-07","Senior Engineer",47637,"9999-01-01"
108246,"Lijie","Spinelli","1992-07-15","Senior Staff",58573,"9999-01-01"
108251,"Adhemar","Muhling","1998-05-27","Engineer",53380,"9999-01-01"
108262,"Yannis","Alpay","2000-09-11","Senior Engineer",44889,"9999-01-01"
108279,"Kellie","Chepyzhov","1987-04-04","Senior Engineer",40000,"9999-01-01"
108300,"Arlette","Gyimothy","1993-08-17","Senior Staff",47077,"9999-01-01"
108307,"Diederik","Suermann","1993-07-29","Senior Staff",94766,"9999-01-01"
108325,"Sudharsan","Puppo","1994-05-14","Senior Engineer",47639,"9999-01-01"
108332,"Genevieve","Swick","1995-04-14","Senior Engineer",68229,"9999-01-01"
108338,"Sadok","Schauser","1992-04-11","Senior Engineer",53224,"9999-01-01"
108363,"Aloke","Luef","1996-12-20","Staff",59999,"9999-01-01"
108364,"Jiafu","Chelton","1988-05-15","Senior Engineer",59004,"9999-01-01"
108367,"Rimon","Rouquie","1993-02-10","Senior Staff",75391,"9999-01-01"
108375,"Greger","Ananiadou","1996-06-26","Senior Staff",41508,"9999-01-01"
108391,"Naftali","Pocchiola","1986-10-16","Senior Staff",60136,"9999-01-01"
108410,"Sanjai","Smailagic","2001-12-10","Senior Engineer",40000,"9999-01-01"
108420,"Baruch","Pietrzykowski","1994-12-26","Senior Staff",71215,"9999-01-01"
108433,"Henk","Schaad","1999-12-23","Senior Engineer",40177,"9999-01-01"
108440,"Xiaoqiang","Conta","1996-04-26","Senior Staff",60258,"9999-01-01"
108453,"Ipke","Chappelet","1996-05-14","Engineer",40000,"9999-01-01"
108461,"Aral","Sury","1992-10-28","Senior Staff",55988,"9999-01-01"
108474,"Stella","Schaft","1995-02-21","Senior Engineer",40000,"9999-01-01"
108503,"Krisda","Badr","1993-10-14","Senior Engineer",65149,"9999-01-01"
108505,"Arvin","Iwayama","1995-12-23","Senior Engineer",56139,"9999-01-01"
108507,"Marsja","Lund","1997-01-23","Staff",40000,"9999-01-01"
108524,"Radhia","Chinal","1985-03-06","Senior Engineer",40000,"9999-01-01"
108536,"Fumino","Baba","1992-12-22","Senior Staff",59777,"9999-01-01"
108541,"Jordanka","Mapelli","2001-07-11","Senior Staff",40009,"9999-01-01"
108548,"Sajjad","Aingworth","1991-10-31","Senior Staff",48304,"9999-01-01"
108561,"Kasturi","Luft","1995-12-21","Senior Engineer",40000,"9999-01-01"
108588,"Shahaf","Coney","1992-10-28","Senior Engineer",40000,"9999-01-01"
108597,"Kazuhira","Einsfeld","1992-04-17","Senior Engineer",40000,"9999-01-01"
108612,"Ung","Joslin","1992-02-01","Senior Engineer",40000,"9999-01-01"
108616,"Fan","Feldmann","1995-03-17","Senior Engineer",60258,"9999-01-01"
108624,"Collette","Castellani","1993-12-08","Senior Staff",47672,"9999-01-01"
108627,"Kenroku","Harbusch","2002-04-22","Senior Staff",56920,"9999-01-01"
108641,"Atreye","Schueller","1986-02-13","Senior Engineer",41036,"9999-01-01"
108668,"Maia","Staelin","1992-06-27","Senior Staff",40000,"9999-01-01"
108669,"Jeanne","Garnham","1988-04-05","Technique Leader",40000,"9999-01-01"
108676,"Alassane","Angot","1998-09-20","Senior Staff",40000,"9999-01-01"
108686,"Chenxi","Gadepally","1999-07-29","Senior Engineer",40094,"9999-01-01"
108700,"Sarita","Stanfel","1985-10-12","Senior Staff",41407,"9999-01-01"
108713,"Yinghua","Heering","1996-01-09","Senior Engineer",40000,"9999-01-01"
108717,"Heng","Kitsuregawa","1998-08-06","Senior Engineer",59855,"9999-01-01"
108729,"Jiang","Vesel","1990-02-12","Senior Staff",82598,"9999-01-01"
108740,"Eishiro","Szemeredi","1994-10-09","Senior Staff",88151,"9999-01-01"
108761,"Nahid","Mandell","1985-03-15","Technique Leader",40000,"9999-01-01"
108763,"Sadegh","Cooke","1999-07-25","Staff",78160,"9999-01-01"
108765,"Nidapan","Fadgyas","2001-03-25","Senior Engineer",55869,"9999-01-01"
108770,"Ugo","Onuegbe","1993-10-15","Senior Engineer",46874,"9999-01-01"
108794,"Basil","Bamford","2001-10-19","Senior Engineer",40000,"9999-01-01"
108822,"Sachem","Senzako","1995-11-28","Senior Engineer",55122,"9999-01-01"
108823,"Teiji","Litzkow","2000-09-07","Senior Engineer",57527,"9999-01-01"
108825,"Kaijung","Danecki","1993-03-11","Senior Engineer",65012,"9999-01-01"
108828,"Arup","Denti","1991-10-17","Senior Engineer",53688,"9999-01-01"
108833,"Eirik","Milicic","1994-11-08","Senior Engineer",55838,"9999-01-01"
108839,"Denis","Felcyn","1996-03-06","Senior Engineer",40000,"9999-01-01"
108841,"Otmar","Dayang","2000-11-26","Senior Engineer",40000,"9999-01-01"
108842,"Giordano","Heijenga","1998-02-08","Staff",94385,"9999-01-01"
108845,"Randy","Hemaspaandra","1993-03-28","Senior Engineer",40000,"9999-01-01"
108850,"Soenke","Honiden","1994-11-02","Senior Staff",40000,"9999-01-01"
108871,"Terresa","Middleton","1991-11-25","Senior Staff",61250,"9999-01-01"
108884,"Basant","Deverell","1996-04-11","Senior Staff",83699,"9999-01-01"
108911,"Shaz","Ramaiah","1991-08-07","Senior Engineer",40000,"9999-01-01"
108935,"Heather","Wilharm","1988-10-11","Senior Engineer",40000,"9999-01-01"
108940,"Barna","Baumann","2001-08-07","Senior Engineer",40000,"9999-01-01"
108947,"Ottavia","Doering","1996-01-05","Technique Leader",40000,"9999-01-01"
108954,"Kellie","Vieri","1985-07-02","Senior Engineer",42648,"9999-01-01"
108963,"Sanjiv","Barvinok","1992-05-23","Senior Engineer",53946,"9999-01-01"
108971,"Clyde","Feinberg","1993-06-16","Senior Staff",41544,"9999-01-01"
108977,"Otilia","Rettelbach","1994-12-29","Technique Leader",40000,"9999-01-01"
108985,"Masanao","Bressoud","2002-06-06","Senior Engineer",59458,"9999-01-01"
108993,"Yongmin","Mitchem","1991-04-07","Senior Staff",63698,"9999-01-01"
108994,"Shahar","Bashian","1985-05-08","Technique Leader",40222,"9999-01-01"
108997,"Arch","Liesche","1999-12-11","Senior Engineer",49656,"9999-01-01"
109010,"Shaibal","Yavatkar","2002-05-23","Senior Engineer",40000,"9999-01-01"
109052,"Xianlong","McFarlin","1988-07-06","Senior Engineer",65126,"9999-01-01"
109080,"Demin","Dratva","2000-09-01","Senior Staff",43213,"9999-01-01"
109083,"Moto","Merel","1999-12-20","Staff",81320,"9999-01-01"
109090,"Mircea","Bale","1997-05-27","Engineer",57456,"9999-01-01"
109097,"Maya","Jeong","2001-02-05","Senior Staff",52008,"9999-01-01"
109111,"Dietrich","Veevers","1993-10-20","Senior Engineer",49338,"9999-01-01"
109114,"Kwangyoen","Azevdeo","2001-12-08","Engineer",50256,"9999-01-01"
109117,"Arnould","Garnier","1992-02-12","Senior Staff",70502,"9999-01-01"
109125,"Adly","Piveteau","1998-07-21","Staff",72554,"9999-01-01"
109147,"Tetsushi","Dengi","1994-07-27","Senior Engineer",44103,"9999-01-01"
109150,"Jongsuk","Dayana","1996-08-22","Senior Staff",58114,"9999-01-01"
109155,"Serenella","Gill","1999-02-04","Engineer",70310,"9999-01-01"
109167,"Uli","Harllee","2002-07-27","Senior Staff",40000,"9999-01-01"
109174,"Sanjiv","Zschoche","1986-10-17","Senior Engineer",40000,"9999-01-01"
109175,"Hatsukazu","Kornyak","1994-06-04","Senior Engineer",40000,"9999-01-01"
109180,"Nevin","Rousseau","1987-02-08","Senior Staff",57019,"9999-01-01"
109181,"Rildo","Lally","1995-01-14","Senior Staff",64365,"9999-01-01"
109189,"Billie","Codenie","2002-07-05","Senior Staff",73531,"9999-01-01"
109193,"Garnet","Scharstein","1988-09-10","Senior Engineer",66788,"9999-01-01"
109204,"Paris","Ratnakar","1998-05-13","Engineer",40000,"9999-01-01"
109205,"Shrikanth","Kuzuoka","1995-09-08","Senior Staff",40000,"9999-01-01"
109231,"Jianwen","Schiper","1991-10-17","Senior Engineer",40000,"9999-01-01"
109261,"Marla","Undy","1996-09-23","Senior Staff",43490,"9999-01-01"
109263,"Jessie","Erev","1986-04-17","Senior Engineer",48514,"9999-01-01"
109267,"Ziyad","Bardell","1988-07-17","Technique Leader",44179,"9999-01-01"
109281,"Moni","Bahk","1999-06-11","Engineer",51008,"9999-01-01"
109284,"Mingdong","Junot","1997-06-26","Engineer",40000,"9999-01-01"
109285,"Xudong","Nicolson","1994-12-04","Senior Staff",40000,"9999-01-01"
109289,"Jaewoo","Broomell","1993-11-14","Senior Staff",40000,"9999-01-01"
109291,"Cullen","Theuretzbacher","1998-08-10","Senior Engineer",62026,"9999-01-01"
109294,"Udi","Savasere","1986-07-26","Senior Engineer",67916,"9999-01-01"
109306,"Isaac","Pietrzykowski","1998-09-17","Senior Staff",61192,"9999-01-01"
109311,"Jianhui","Antonisse","1992-12-06","Senior Staff",65042,"9999-01-01"
109318,"Gift","Brlek","1997-03-22","Staff",83039,"9999-01-01"
109323,"Shuho","Gomatam","1993-07-19","Senior Engineer",40000,"9999-01-01"
109334,"Tsutomu","Alameldin","1993-02-15","Senior Staff",123668,"9999-01-01"
109349,"Stevo","Birrer","1997-11-08","Staff",40000,"9999-01-01"
109356,"Carrsten","Puppo","1995-05-21","Senior Engineer",40000,"9999-01-01"
109369,"Jenwei","Dymetman","1997-02-10","Senior Engineer",66914,"9999-01-01"
109373,"Becky","Pesch","2001-09-15","Senior Engineer",40000,"9999-01-01"
109379,"Ramya","Rindone","1998-07-20","Senior Staff",81401,"9999-01-01"
109380,"Kagan","Luan","1996-05-16","Senior Staff",91119,"9999-01-01"
109389,"Kwun","Pramanik","1999-06-23","Senior Staff",82117,"9999-01-01"
109393,"Bodo","Birrer","1994-07-27","Senior Engineer",48912,"9999-01-01"
109400,"Arumugam","Borstler","1994-05-22","Senior Staff",40000,"9999-01-01"
109425,"Eric","Hettesheimer","1989-12-09","Senior Staff",85391,"9999-01-01"
109427,"Tremaine","Standera","1994-02-02","Senior Staff",40000,"9999-01-01"
109436,"Sanjit","Kamble","1994-07-04","Senior Engineer",65589,"9999-01-01"
109448,"Subhankar","Socorro","1994-09-08","Senior Engineer",57727,"9999-01-01"
109451,"Huei","Kropatsch","1992-06-04","Senior Engineer",40000,"9999-01-01"
109465,"Shaowei","Furedi","1992-05-12","Senior Engineer",49234,"9999-01-01"
109470,"Aram","Moffat","1996-03-02","Staff",76886,"9999-01-01"
109481,"Charmane","Heijenga","1992-04-27","Senior Engineer",40000,"9999-01-01"
109483,"Ziya","Schlumberger","1999-10-25","Staff",58846,"9999-01-01"
109496,"Mariusz","Esposito","1994-02-26","Senior Staff",61761,"9999-01-01"
109506,"Divine","Kermarrec","1995-12-13","Senior Staff",40000,"9999-01-01"
109520,"Rasikan","Lorin","1986-10-24","Senior Engineer",40000,"9999-01-01"
109524,"Mong","Merle","1998-12-09","Staff",63277,"9999-01-01"
109528,"Srinidhi","Kushnir","2000-07-31","Senior Staff",70277,"9999-01-01"
109560,"Ymte","Hoogerwoord","1987-06-12","Senior Staff",91629,"9999-01-01"
109561,"Radhika","Makinen","1993-09-17","Senior Engineer",40000,"9999-01-01"
109565,"Halsur","Kavvadias","2000-12-09","Senior Engineer",51822,"9999-01-01"
109575,"Jinxi","Kusalik","1997-03-09","Senior Engineer",44051,"9999-01-01"
109584,"Baoqiu","Sewelson","1995-04-28","Senior Staff",40000,"9999-01-01"
109610,"Kotesh","Pelc","1998-02-18","Senior Engineer",40000,"9999-01-01"
109623,"Parviz","Aingworth","1999-08-18","Staff",60639,"9999-01-01"
