"emp_no","first_name","last_name","gender","salary"
56905,"Insup","Genin","M",71558
57064,"Arco","Serov","M",40000
57068,"Mari","Rabehasaina","F",40000
57071,"Wilmer","Stenning","M",40000
57075,"Alexius","Duclos","M",40000
56923,"Djelloul","Zuberek","F",47336
57078,"Itzchak","Polupanov","M",40000
57079,"Shay","Rassart","M",70130
56925,"Sverrir","Kilgore","F",74312
57110,"Gou","Stellhorn","M",75574
57111,"Armond","Suermann","F",40000
56936,"Bernice","Wendorf","F",40000
57115,"Nirmal","Zobel","M",60760
57118,"Xinan","Champarnaud","F",48977
57119,"Aleksandar","Bondorf","M",52304
57123,"Fatemeh","Zedlitz","M",42556
56938,"Thodoros","Flowers","F",42399
56950,"Saeed","Edelhoff","M",78446
57153,"Rosine","Azumi","F",80425
56952,"Itzchak","Leppanen","M",60584
56954,"Reuven","Peir","M",40000
57169,"Kiam","Schiper","M",49276
56961,"Guoxiang","Peyn","M",91125
56984,"Guiseppe","Erni","M",40000
56985,"Pranav","Bolotov","F",44838
57373,"Mabry","Zhiwei","M",67731
57176,"Pranav","Stenning","F",40000
57178,"Oldrich","Rousseau","M",84334
57188,"Taiji","Juneja","F",40000
57210,"Odinaldo","Veccia","F",72275
57211,"Uta","Undy","M",40000
57217,"Freyja","Sommer","M",42425
57223,"Danel","Copas","M",72443
57377,"Adel","Slobodova","F",40000
57234,"Junsik","Veldwijk","M",72060
57380,"Bodh","Verhoeff","F",40000
57242,"Tetsushi","Lowrie","F",53564
57246,"Uinam","Bamford","F",45547
57384,"Chirstian","Birch","M",58928
57397,"Xiaocheng","Hmelo","M",69434
57261,"Xinan","Usdin","F",55820
57262,"Steve","Yavatkar","F",69222
57269,"Tesuro","Berztiss","M",46054
57426,"Yannik","Lorch","F",40000
57294,"Sariel","Engelmann","M",61930
57297,"Tamiya","Benaini","M",74639
57442,"Arvin","Klassen","M",41450
57312,"Muzhong","Preusig","M",51026
57314,"Ymte","Zyda","F",59072
57450,"Shridhar","Lagarias","M",81930
57331,"Visit","Passino","M",60828
57335,"Francoise","Casperson","M",40000
57337,"Vasiliy","Rabehasaina","M",62357
57338,"Mostafa","Rouquie","M",65175
57464,"Weidon","Benveniste","M",66008
57342,"Arnd","Krychniak","F",64880
57350,"Aluzio","Georgakopoulos","M",40000
57355,"Shahar","Condotta","F",53670
57561,"Mototsugu","Munos","M",52211
57566,"Masami","Barinka","F",40000
57596,"Shigehito","Schahn","F",67634
57603,"Arunas","Frezza","F",61488
57609,"Greger","Casperson","M",40000
57612,"Raimond","Rousseau","M",96828
57616,"Akeno","Bergere","F",52975
57620,"Along","Kragelund","F",40000
57472,"Stepehn","Willoner","M",40000
57629,"Gretta","Vendrig","F",56198
57475,"Parviz","Takanami","M",44777
57476,"Badri","Staudhammer","M",79387
57658,"Maja","Bahk","M",53071
57485,"Georgy","Ligten","M",40000
57664,"Gladys","England","M",54591
57670,"Poornachandra","Perz","F",51269
57672,"Stevo","Peltason","M",46270
57487,"Yefim","Majewski","M",50024
57676,"Alper","Noriega","M",58073
57680,"Tse","Herath","M",68044
57489,"Jaihie","Benaini","M",63167
57689,"Shuzo","Rosch","M",40000
57492,"Parto","Miyakawa","M",40000
57508,"Muneo","Rousseau","M",51043
57706,"Kolar","Quaggetto","F",48784
57715,"Shaibal","Chinen","M",40000
57716,"Kristinn","Schmiedel","F",48622
57720,"Subhankar","Hasham","M",40000
57511,"Weidon","Crabtree","M",83435
57513,"Zorica","Merli","M",40000
57524,"Masamitsu","Chartres","F",40000
57525,"Herbert","Dechter","F",63116
57531,"Tonia","Tomescu","F",60218
57532,"Yannis","Cochrane","F",40000
57535,"Dante","Petereit","M",40000
57540,"Shounak","Armand","M",40000
57740,"Georgi","Osgood","M",67944
57544,"Gererd","Lammel","F",47378
57749,"Luisa","Conte","M",40000
57751,"Dulce","Maksimenko","M",42782
57756,"Kwok","Ghalwash","F",40000
57919,"Eckart","Fiutem","F",74442
57768,"Izaskun","Talmor","M",48811
57769,"Youpyo","Vickson","M",40949
57780,"Martial","Androutsos","F",57530
57795,"Magy","Tetzlaff","M",40000
57929,"Gro","Debuse","F",55208
57945,"Tsvetan","Merlo","M",56883
57815,"JiYoung","Munawer","M",84520
57821,"Alejandra","Bolotov","M",95710
57834,"Hideyuki","Demeyer","M",40000
57949,"Oldrich","Pezzoli","M",70731
57837,"Aria","Murtafg","M",40000
57959,"Tooru","Cyre","F",40000
57847,"Moon","Kornatzky","M",58112
57850,"Ayakannu","Kawashima","M",58668
57968,"Froduald","Perng","M",46898
57865,"Kazuhiro","Demian","F",40000
57869,"Martine","Perl","F",51324
57870,"Yurii","Georgatos","F",40000
57980,"Shay","Matheson","M",47878
57877,"Brigham","Delgrande","M",74055
57882,"Marsal","Bressoud","M",62113
57883,"Uma","Danlos","M",40000
57893,"Khalid","Tasistro","M",40000
57983,"Ranga","Iisaku","F",40000
57898,"Atilio","Pearson","M",45633
57990,"Haldun","Buescher","M",40000
57915,"Aral","Kermarrec","F",40000
57996,"Zhonghua","Xiaoshan","M",100072
58007,"Nitsan","Zlotek","M",54854
58010,"Gennady","Broder","M",53515
58024,"Naftaly","Berztiss","M",40000
58102,"Aiichiro","Erni","M",40000
58027,"Yakkov","Luef","F",50572
58035,"Jenwei","Speckmann","M",57073
58115,"Manu","Peir","M",44295
58053,"Zissis","Karunanithi","F",72883
58123,"Zhaofang","Isard","F",75236
58125,"Xiaoshan","Cesareni","M",51416
58129,"Chuanyi","Schnabel","F",44924
58132,"Zdislav","Kawashimo","M",90688
58136,"Lidong","Tsunoo","M",40000
58059,"Behnaam","Zwicker","M",41917
58151,"Masanao","Smeets","M",40470
58080,"Hideyuki","Birta","F",78715
58161,"Akhilish","Karner","M",40000
58177,"Vidar","Basagni","F",40000
58182,"Gennady","Kroft","F",41694
58087,"Narain","Szilard","F",59678
58197,"Sahrah","Suri","M",51526
58199,"Yechiam","Karnin","F",52140
58094,"Danil","Katiyar","M",40000
58201,"Willard","Bashian","F",68157
58096,"Rosine","Usdin","M",108753
58226,"Ayonca","Gill","F",95796
58099,"Yunming","Fortenbacher","F",61351
58227,"Armond","Bierbaum","M",40000
58231,"Marjo","Pauthner","M",92035
58300,"Frazer","Picco","M",40000
58238,"Bartek","Farris","M",75561
58280,"Manohar","Peris","M",78088
58301,"Gift","Lindqvist","F",54563
58317,"Eric","Kenevan","F",43595
58325,"Kokou","Riexinger","M",41626
58335,"Chenye","Brodie","F",41779
58346,"Ibibia","Lambe","F",63599
58475,"Angel","Chaudhury","F",40000
58352,"Soenke","Hatcliff","M",40000
58499,"Marjo","Pileggi","M",41821
58357,"Djenana","Vecchi","M",46870
58509,"Anneli","Laurillard","M",72792
58363,"Jaideep","Caine","F",60654
58515,"Radhia","Hertweck","M",40000
58516,"Xianlong","Knightly","F",70580
58518,"Along","Perfilyeva","F",65858
58523,"Prasadram","Bazelow","F",40000
58524,"Jaideep","Sidhu","F",40000
58366,"Akeel","Schnabel","M",66579
58536,"Tetsurou","Ullian","M",41982
58377,"Goo","Panienski","M",43983
58541,"Anneli","Pouyioutas","M",48986
58543,"Gully","Beausoleil","F",41223
58387,"Shaz","Thebaut","M",46577
58567,"Eric","Scallan","M",84035
58570,"Suebskul","Blokdijk","M",65513
58388,"Aemilian","Parveen","F",40000
58575,"Pasqua","Pfau","F",40900
58576,"Xianlong","Fraisse","M",52093
58395,"Hisao","Apsitis","F",41743
58580,"Zhiguo","Lienhardt","M",40000
58590,"Jayson","Roisin","F",60702
58396,"Kenton","Billawala","M",70975
58593,"Hatsukazu","Petersohn","M",40000
58410,"Samphel","Bennis","M",56996
58608,"Jenwei","Khalid","M",78442
58609,"Behnaam","Mawatari","F",40000
58414,"Shih","Schrift","F",44078
58620,"Toshimori","Rosenbaum","M",97587
58423,"Wuxu","Badr","F",55807
58635,"Giordano","Rabejac","F",40000
58636,"Sandeepan","Chinal","M",66319
58637,"Mohamadou","Peck","F",67584
58640,"Noritoshi","Karcich","M",47171
58646,"Froduald","Goodrum","F",43341
58657,"Pasqua","Kaltofen","M",40000
58665,"Mabhin","Marquardt","M",58861
58678,"Vivian","Zwicker","M",56911
58689,"Zengping","Ushiama","F",50527
58691,"Narain","England","F",53830
58694,"Kasidit","Kragelund","M",55884
58696,"Zsolt","Ruemmler","M",55110
58427,"Guozhong","Frezza","F",57577
58434,"Aluzio","Melton","M",78661
58727,"Junichi","Rullman","F",54576
58728,"Boguslaw","Parfitt","M",40384
58437,"Maya","Rusterholz","M",57159
58735,"Krassimir","Mayerwieser","M",45997
58446,"Xiaoqiang","Reghbati","M",77912
58457,"Yuping","Delaune","M",64272
58773,"Geoffry","Yavatkar","M",40000
58458,"Turgut","Koshiba","F",47278
58460,"Mart","Wixon","F",64850
58787,"Kristina","Erie","M",40000
58788,"Shmuel","Anger","M",41022
58789,"Hercules","Cochrane","F",54288
58790,"Peternela","Zockler","F",58553
58462,"Ronnie","Paciorek","F",52453
58797,"Xiaoheng","Breugel","M",64060
58468,"Lucian","Limongiello","F",65988
58807,"Murthy","Koshino","M",40000
58860,"Xudong","Lindenbaum","M",40000
58825,"JoAnna","Swist","F",83888
58826,"Emdad","Peral","F",40000
58830,"Uzi","Cunliffe","F",40836
58835,"Van","Vigier","M",40000
58836,"Constantino","Rahimi","M",45088
58837,"Bowen","Waleschkowski","F",40000
58864,"Tonia","Plumb","M",40000
58879,"Cathie","Ushiama","M",73255
59029,"Krassimir","Cmelik","F",48042
58892,"Masami","Cyne","M",62673
59047,"Jiong","Botman","F",55318
59060,"Pohua","Jakobus","F",40000
58934,"Bouchung","Hardjono","F",40000
59078,"Licheng","Larfeldt","M",52687
59087,"Shakhar","Erdmenger","F",69570
59089,"Ramya","Zirintsis","M",65044
59094,"Adin","McDermid","M",75660
59107,"Anneke","Constantine","M",40000
59109,"Tesuya","Morrey","F",43715
59113,"Lillian","Debuse","F",75391
58959,"Younwoo","Gecseg","F",78003
59121,"Quingbo","Trumbly","F",42686
59123,"Margareta","Magalhaes","M",79438
59128,"Jianwen","Lorho","M",40000
59130,"Mingsen","Baja","F",41843
58970,"Yongmin","Waterhouse","M",45083
59142,"Murthy","Haraldson","M",40000
59145,"Tzu","Birch","M",40078
58973,"Marke","Decleir","F",46298
58981,"Kazuhiko","Kushner","F",81795
59166,"Charlene","Bernardinello","M",50701
59176,"Teiji","Suessmith","F",75778
58991,"Annemarie","Schaap","M",94957
59183,"Kotesh","Cronau","M",56473
59192,"Luisa","Schusler","F",58121
58996,"Sven","Dengi","F",40000
59206,"Shan","Wroclawski","M",40313
59016,"Terresa","Kornyak","M",74095
59210,"Florian","Carrera","M",67167
59018,"Marsal","Liesche","M",55680
59020,"Kazunori","Reeker","M",49486
59400,"Chinya","Giaccio","F",51298
59212,"Koldo","Jeong","M",56722
59227,"Adly","Ruemmler","M",66446
59230,"Oscar","Krichel","M",43148
59236,"Siamak","Yurek","F",40000
59237,"Gen","Lundstrom","M",49993
59242,"Fun","Peak","M",65859
59409,"Mechthild","Reeken","M",80439
59250,"Toong","Arlazarov","M",49242
59256,"Tsvetan","Emiris","M",40000
59413,"Huei","Albarhamtoshy","M",77080
59268,"Berry","Besancenot","F",40000
59414,"Yuping","Kolvik","M",94867
59434,"Saddek","Smailagic","F",97328
59283,"Stevo","Bisiani","F",40000
59289,"Yucel","Sridhar","M",87827
59295,"Subbu","Ducloy","F",40603
59435,"Serge","Baig","F",47606
59450,"Goncalo","Highland","M",40000
59309,"Dannz","Sury","M",65997
59311,"Renee","Shiratori","F",72140
59323,"Hein","Marciano","M",40000
59462,"Lech","Bale","M",40000
59331,"Izaskun","Broder","M",50825
59342,"Babette","Colorni","F",49798
59466,"Gila","Kornatzky","M",40000
59348,"Jackson","Heemskerk","F",40000
59349,"Martijn","Bail","M",64410
59468,"Kendra","Narlikar","M",40000
59470,"Ziyad","Ghelli","M",55564
59471,"Katsuo","Hiyoshi","F",54422
59374,"Zhaofang","Bardell","M",60765
59480,"Giordano","Esteva","M",72835
59379,"Zsolt","Rajala","F",40000
59380,"Zvonko","Berendt","F",89720
59391,"Qunsheng","Plessier","M",40000
59488,"Saeko","Montresor","M",48499
59395,"Richard","Karunanithi","M",40000
59507,"Falguni","Bala","F",46933
59510,"Shuichi","Bouloucos","M",54031
59513,"Xiaoheng","Rosaz","F",40000
59520,"Babette","Montresor","M",45782
59581,"Mani","Swab","F",40000
59530,"Zhonghui","Ranon","M",63367
59602,"Toshimo","Stamatiou","M",40000
59537,"Yefim","Pargaonkar","F",40000
59611,"Wanqing","Fraisse","F",85607
59538,"Constantijn","Stiles","M",41231
59555,"Augustine","Peot","F",40000
59649,"Henk","Kavanagh","F",55784
59560,"Shuho","Roisin","F",59547
59659,"Leandro","Munke","F",67478
59566,"Vugranam","Krybus","M",51673
59567,"Richard","Huttel","M",44113
59578,"Pramod","Schade","M",40000
59684,"Qingxiang","Ranst","M",53792
59685,"Yongdong","Schurmann","F",40000
59688,"Woody","Scharstein","M",40000
59692,"Remzi","Kabayashi","M",46693
59766,"Ziyad","Nitsch","F",72126
59700,"Arno","Leijenhorst","F",40000
59704,"Toong","Makrucki","F",42183
59707,"Bezalel","Tyugu","F",48683
59709,"Syozo","Ratzlaff","M",56907
59723,"Josyula","Gluchowski","M",49811
59734,"Adas","Ulupinar","M",50404
59783,"Volkmar","Raczkowsky","M",60047
59743,"Zhenhua","Bakhtari","F",40000
59790,"Vishv","Heering","M",61516
59764,"Jeane","Wroclawski","F",42197
59793,"Jayson","Tibblin","F",64160
59824,"Xiaoshan","Marwedel","F",47939
59960,"Rance","Daescu","F",46695
59961,"Hausi","Poulakidas","F",50256
59978,"Mayumi","Usdin","F",49975
59984,"Kwangjo","Angiulli","F",45176
59986,"Gererd","Yoshimura","F",40000
59999,"Piyush","Spataro","M",84744
60013,"Breannda","Schauser","F",44910
60022,"Koichi","Dolinsky","F",48250
60027,"Guenter","Diderrich","F",62832
60039,"Renny","Cappelli","F",40000
60058,"Qingxiang","Gulak","F",44672
60060,"Anyuan","Ramamoorthy","M",40000
60068,"Giap","Plavsic","M",40000
60071,"Sariel","Matheson","M",40000
60072,"Dekang","Luke","F",53355
60083,"Bojan","Cunliffe","M",59327
60102,"Susumu","Pehl","M",40000
60115,"Nathalie","Murillo","M",50174
60124,"Kagan","Sichman","M",60681
59826,"Martien","Frolund","M",72914
60133,"Valeri","Shobatake","F",47037
60135,"Theron","Tokunaga","M",54786
59841,"Pranav","Deverell","F",40256
59859,"Shunichi","Henseler","F",57227
59860,"Jiang","Parfitt","M",40000
59864,"Garnik","Wynblatt","F",43394
60137,"Stafford","Conti","M",64196
59878,"Hitofumi","Gist","M",65063
60146,"Dines","Clouatre","M",48567
60147,"Boaz","Herbst","F",46117
60152,"Uma","Bashian","M",57339
60158,"Shim","Hofman","M",53746
59883,"Sanjiv","Serov","F",40974
60170,"Lene","Yetim","M",40000
59891,"Guttorm","Linnainmaa","M",63941
60175,"Hatsukazu","Sankaranarayanan","F",40000
60185,"Weiyi","Gruenwald","M",40525
59898,"Gao","Iwayama","M",52483
60193,"Sanjai","Gronowski","M",40000
60197,"Harjit","Comellas","M",54177
60199,"Khalid","Conia","F",40000
59899,"Toong","Schueller","F",66788
60204,"Giri","Macedo","M",57213
60207,"Koldo","Mahmud","M",40000
59906,"Joydip","Binding","M",76816
60217,"Limsoon","Doering","F",118375
59911,"Remco","Bauknecht","M",61706
59916,"Anneli","Smeets","F",40000
59917,"Aris","Majewski","F",40000
60246,"Honesty","Fraisse","F",59604
59919,"Koichi","Aloia","M",40493
60255,"Danae","Siochi","M",70562
60259,"Chrisa","dAstous","F",80043
60260,"Valdiodio","Czap","M",58884
59927,"Sedat","Salverda","M",84888
60263,"Barun","Perng","F",40000
59945,"Leen","Kakkad","M",40000
60285,"Nitsan","Coorg","M",40000
60291,"Perla","Talmor","M",68108
60303,"Billur","Solares","M",57664
59946,"Berhard","Hartvigsen","M",40000
60510,"Divine","Nitsche","F",40000
60514,"Ayakannu","Vecchio","M",70549
60518,"Ziya","Biran","F",48127
60521,"Henk","Uhrik","M",64334
60522,"Becky","Polupanov","M",51557
60343,"Munenori","Leppanen","F",65175
60551,"Caolyn","Irland","M",53167
60354,"Shakhar","Plesums","M",40000
60363,"Parke","Diderrich","M",65329
60366,"Perry","Benzaken","F",40000
60371,"Theron","Huxford","M",84136
60597,"Ute","Schlumberger","F",40000
60409,"Falguni","Swiler","M",40000
60412,"Dharmaraja","Ranst","F",56140
60414,"Xuejia","Vitiello","M",57314
60429,"Cristinel","Naumovich","M",53205
60436,"Munehiko","Vesna","F",40000
60598,"Izaskun","Sadowski","F",104317
60439,"Weiru","Basawa","M",40138
60442,"Kwangsub","Hellwagner","M",40000
60611,"Feixiong","Baba","M",51424
60453,"Larisa","Gammage","F",64242
60620,"Dhritiman","Lukaszewicz","F",40000
60463,"Sanjiv","Dredge","M",53616
60465,"Nalini","Gischer","F",40000
60469,"Angel","Kampfer","M",85944
60475,"Wanqing","Renear","M",40000
60479,"Stein","Byoun","M",44162
60638,"Makato","Alencar","M",40000
60488,"Yakkov","Staylopatis","M",55530
60490,"Teiji","Steenbeek","M",56343
60642,"Marek","Junet","M",40000
60501,"Ranga","Badr","F",40000
60505,"Yinghua","Birnbaum","F",54298
60653,"Wonhee","Bamford","M",45579
60669,"Gaetan","Antonakopoulos","F",40000
60673,"Fay","Benantar","M",55188
60677,"Stella","Worfolk","F",40000
60695,"Masanao","Papadias","M",40000
60686,"Baocai","Pocchiola","F",60392
60697,"Gritta","Cannata","M",40000
60698,"Kiyokazu","Plessier","F",58342
60705,"Ekawit","Lorie","F",61019
60711,"Mabry","Ramaiah","M",47868
60890,"Fun","Schnabel","F",40000
60717,"Carrsten","Sadowsky","F",69310
60737,"Hatim","Ghazalie","M",40000
60742,"Kristen","Juneja","M",49232
60751,"Steve","Kalloufi","M",40000
60753,"Kazuyasu","Krybus","F",55561
60891,"Mingzeng","DeMori","M",40000
60764,"Taizo","Stamatiou","F",40000
60767,"Gianluca","Munos","M",74395
60894,"Lein","Fendler","M",52840
60782,"Janalee","Foote","M",42016
60902,"Dekang","Lung","M",40000
60904,"Tomokazu","Gelosh","M",64065
60794,"Sashi","Zlotek","F",72731
60795,"Mart","Huttel","F",59374
60920,"Mara","Sundgren","M",40000
60807,"Parke","Angel","M",49204
60815,"DAIDA","Oxman","M",61376
60817,"Kousuke","Schaad","M",40000
60823,"Kazuhiro","Parfitt","M",56004
60825,"Berna","Nitto","M",65974
60930,"Larisa","Swiss","F",57927
60831,"Rildo","Peltason","M",40000
60834,"Tzu","Tasistro","M",40000
60838,"Insup","Serra","M",41581
60944,"Renee","Pepe","M",78585
60848,"Shaowei","Blokdijk","M",53190
60852,"Keung","Schneeberger","F",51778
60858,"Elgin","Foote","F",42338
60860,"Fuqing","Munch","M",63231
60960,"Chikara","Flowers","F",44083
60865,"Yuqun","Birge","M",62219
60871,"Mitchel","Matzel","F",46129
60965,"Conrado","Loncour","M",79864
60981,"Yuchang","Kalorkoti","F",65154
60991,"Ung","Murthy","F",76196
60998,"Neelam","Norsworthy","F",63016
61062,"Parke","Champarnaud","M",47544
61071,"Filipp","Tanemo","M",54539
61078,"Jessie","Greibach","M",40000
61093,"Kokou","Rettelbach","M",60333
61110,"Lihong","Ghemri","F",51649
61118,"King","Erol","F",59370
61119,"Anyuan","Koshiba","M",54600
61124,"Nechama","Waymire","F",96529
61149,"Aemilian","Stranks","M",46357
61177,"Somnath","Bednarek","M",51940
61179,"Berni","Kaltofen","F",76765
61180,"Nathalie","Sullins","F",52754
61192,"Feiyu","Kamble","M",49841
61197,"Roselyn","Cannard","F",40000
61208,"Miomir","Hooghiemstra","F",50944
61210,"Itzchak","Rehfuss","M",47366
61211,"Lakshmi","Muntz","M",40000
61214,"JoAnne","Peac","F",47194
61238,"Kagan","Schach","M",52163
61244,"Xiaoqiang","Peternell","M",46530
61006,"Garnik","Schonegge","F",56458
61018,"Marco","Zallocco","M",59388
61256,"Duro","Schaar","M",40000
61259,"Shao","Puoti","M",46409
61261,"Ziya","Pocchiola","M",62895
61264,"Shuzo","Sethi","M",79270
61021,"Shahab","Baar","F",50862
61273,"Manohar","Hainaut","M",73673
61038,"Suzette","Sifakis","M",56297
61292,"Badri","Boguraev","F",53842
61295,"Mang","Menhardt","F",51049
61045,"Bedir","Poujol","F",55543
61301,"Nahla","Ghandeharizadeh","F",59003
61306,"Gro","Peot","F",40000
61315,"Kwun","Kalloufi","F",78862
61441,"Yongqiao","Jayawardene","M",51463
61322,"Dayanand","Mawatari","M",40000
61340,"Lubomir","Waeselynck","M",57103
61347,"Aram","Gerteisen","M",44796
61353,"Hausi","Conde","F",63699
61362,"Ayonca","Pietracaprina","F",44474
61364,"Gianluca","Casperson","F",40000
61370,"Shahar","Candan","F",64804
61371,"Akeno","Yetto","F",40000
61374,"Taegyun","Christ","M",62550
61376,"Guttorm","Skrikant","F",51339
61444,"Geoff","Kaiserswerth","F",43572
61453,"Hyuncheol","Vanwelkenhuysen","F",40000
61460,"Sanjoy","Rodham","F",55015
61399,"Unal","Chinen","M",65671
61465,"Sumant","Huttel","F",44950
61415,"Aamer","Schwartzbauer","M",83124
61420,"Sanjoy","Cunliffe","M",40000
61486,"Weiye","Bierman","F",63776
61490,"Shigehiro","Dayana","F",40000
61511,"Maha","Heping","F",40000
61515,"Mats","Curless","M",90646
61623,"Xiaoqiu","Luce","F",48792
61537,"Arto","Zuberek","M",69827
61624,"Doowon","Luef","F",42133
61625,"Shugo","Rajcani","M",40000
61626,"Mohit","Dulay","F",58800
61627,"Uma","Beausoleil","M",42605
61634,"Shigehito","Panwar","M",65862
61644,"Toney","Ladret","M",53693
61539,"Morris","Ghandeharizadeh","M",84692
61650,"Vitaly","Linnainmaa","F",72738
61543,"Gilbert","Itzigehl","F",40000
61666,"Tesuro","Vasanthakumar","F",40000
61667,"Domenico","Hasenauer","F",77399
61554,"Tianruo","Steenbeek","F",40000
61673,"Krassimir","Krybus","M",66459
61675,"Takahiro","Schwartzburd","M",40785
61676,"Valdiodio","Argence","M",40000
61568,"Uno","Birta","M",40000
61687,"Ravishankar","Maraist","F",40000
61588,"Doohun","Byoun","M",65139
61706,"Stevo","Butner","F",66713
61709,"Holgard","Schaft","M",40000
61711,"Volkmar","Claffy","F",42237
61589,"Chuanti","Demke","M",57452
61718,"Yakichi","Poujol","M",40000
61722,"Oddvar","Wendorf","F",40000
61593,"Masaru","Cochrane","F",40000
61732,"Moie","Gini","M",40000
61805,"Faiza","Gurbaxani","F",64921
61738,"Martien","Zhiwei","F",40000
61751,"IEEE","Garrabrants","M",96278
61753,"Pantung","Levergood","F",65136
61755,"Trygve","Eppinger","M",48950
61761,"Aamer","Feinberg","F",45996
61776,"Stafford","dAstous","M",64112
61780,"Zhilian","Billingsley","M",40000
61782,"Guadalupe","Piancastelli","M",49702
61788,"Frederique","Matzke","M",60196
61789,"Ramachenga","Straney","M",40000
61790,"Visit","Lindenbaum","M",55126
61843,"Guenter","Millington","M",69600
61846,"Danil","Varley","M",40000
61856,"Toney","Luby","F",59270
61989,"Yaghout","Vesna","M",65856
61992,"Bilhanan","Kitsuregawa","M",40000
61995,"Kerryn","Stellhorn","F",74905
61997,"Maja","Yurek","F",48101
61998,"Ute","Lunn","F",56959
61859,"Xiping","Schwaller","F",51303
62008,"Sadun","Swan","M",70789
61862,"Tremaine","Dulay","M",73204
62012,"Yifei","Jahnichen","F",42775
61864,"Hironoby","Kamber","M",59715
62025,"Chirstian","Spinelli","M",41262
62026,"Shugo","Zuberek","M",40000
61869,"Manu","Hemaspaandra","F",40000
61879,"Saniya","Steinauer","M",43848
61897,"Jasminko","Kilgour","F",44484
62069,"Sugwoo","Felder","F",67402
62080,"Toshimo","Birjandi","M",53225
61910,"Gay","Bahk","F",53721
62094,"Tomoyuki","Stemann","M",69528
62097,"Krassimir","Klyachko","M",44560
62098,"Breannda","Sommer","M",59196
61915,"Yongmin","Conta","M",40000
62103,"Pranas","Reinhart","F",46895
62107,"Sakthirel","Walstra","F",73469
61920,"Ghassan","Albarhamtoshy","M",50457
62112,"Pragnesh","Servieres","M",44714
61941,"Mohammed","Joslin","M",74469
62129,"Hongzue","Schmittgen","M",58096
62137,"Rosalyn","Baalen","F",46741
62138,"Dipayan","Rohrbach","M",41950
61943,"Gennadi","Tasistro","F",52318
62357,"Huei","Legleitner","M",64886
62155,"Akemi","Basawa","F",40170
62374,"Ortrud","Oppitz","M",40000
62174,"Teunis","Denna","F",76864
62381,"Fay","Pfau","M",40000
62205,"Vitaly","Brlek","F",40000
62208,"Sachio","Grandbois","M",52223
62382,"Padma","Edelhoff","F",50718
62383,"Khatoun","Rodier","M",56311
62387,"Toney","Frolund","M",42951
62236,"Aiman","Georg","F",40000
62407,"Stella","Oxenboll","M",58092
62243,"Juichirou","Fargier","M",48127
62252,"Mohd","Waymire","F",45478
62285,"Chinho","Plessier","M",49730
62294,"Jeanne","Bratsberg","M",67370
62298,"Quingbo","Yetto","M",49961
62304,"Kersti","Rusmann","M",67297
62321,"Kristine","Kroha","M",40000
62325,"Nitsan","Cummings","F",42545
62336,"Kazunori","Vieth","M",43678
62350,"Xiaocheng","Erde","M",50450
62351,"Yuchang","Osgood","M",83670
62545,"Chiranjit","Pleszkun","M",40000
62566,"Giap","Lipner","F",40000
62412,"Khosrow","Hennebert","F",54522
62591,"Limsoon","Baja","M",40000
62427,"Bedrich","Kamber","M",40000
62428,"Guadalupe","Lortz","F",60825
62629,"Shigeaki","Ratnaker","F",78609
62632,"Piyawadee","Chiola","M",48394
62433,"IEEE","McFarlin","M",46720
62637,"Danae","Assaf","M",70296
62638,"Kayoko","Erde","M",47763
62640,"Toshimi","Smailagic","M",40000
62642,"Oddvar","Kushner","M",40000
62437,"Manohar","Takkinen","M",49714
62650,"Marjo","Asmuth","M",69599
62443,"Conrado","Pluym","M",57970
62449,"Jixiang","Angelov","F",70643
62679,"Yechezkel","Vidal","M",40000
62459,"Francoise","Shobatake","F",61041
62695,"Guangming","Jenevein","F",96321
62696,"Paloma","Callaway","M",84196
62472,"Renee","Buescher","M",58284
62714,"Limsoon","Silva","F",40000
62723,"Mitchel","Penttonen","F",49106
62476,"Yahiko","Cooke","F",85320
62478,"Kousuke","Markovitch","F",40000
62481,"Gererd","Norsworthy","M",66594
62496,"Kien","Hempstead","M",48989
62497,"Yifei","Sinitsyn","F",49067
62733,"Kshitij","Kusakari","M",52443
62507,"Otmar","Mullainathan","M",51782
62743,"Shin","Veeraraghavan","M",40000
62750,"Achilleas","Lemarechal","M",78766
62513,"Gil","Bojadziev","F",40000
62758,"Xiong","Kornatzky","M",61104
62529,"Piyush","Miyakawa","M",40000
62774,"Jeanna","Schlenzig","M",69335
62781,"Marek","Pietrzykowski","M",56682
62913,"Heekeun","Roisin","F",40000
62793,"Beshir","Klerer","F",46484
62799,"Gretta","Murtagh","M",40000
62804,"Emran","Bahr","M",57104
62811,"Gadiel","Pettey","M",57524
62812,"Chaosheng","Zyda","M",54728
62821,"Tomokazu","Munke","M",52251
62836,"Alagu","Ozeri","F",65552
62926,"Lillian","Schoegge","M",40000
62841,"Xiaoheng","Cesareni","M",43806
62846,"Menkae","Walston","F",40000
62847,"Candido","Rijsenbrij","F",40000
62930,"Fumiyo","Flanders","F",41842
62857,"Maia","Cummings","F",62733
62859,"Bernt","Wolniewicz","M",48163
62941,"Uta","Impagliazzo","M",46973
62869,"Syozo","Schieder","M",40001
62957,"King","Plotkin","F",44278
62892,"Gadiel","Muniz","F",41613
62900,"Gio","Alencar","M",42772
62906,"Alselm","McFarlin","F",66882
62909,"Lenore","Rissland","M",57809
62958,"Tomofumi","Magliocco","F",40000
62964,"Duro","Schach","M",40000
